編號,"元神
編號",擁有,名稱（1024更新）,屬1,屬2,CP,HP,IV,升級星魄,升級元丹,Level,技1,技屬性1,Att1,"小招
集氣
次數",技2,技屬性2,Att2,STAB1,STAB2,CP1,同頂級CP,"HP/
SQRT(LV)",平均Att,45.5 ,,,,
511,102,,彌勒佛,仙,金,560,94,86,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,35.04380476,2646 ,33.23401872,,,,,,
517,102,,彌勒佛,仙,金,259,65,86,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.90566038,2636 ,32.5,,,,,,
510,102,,彌勒佛,仙,金,741,109,84,1000,1,10.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.85418627,2632 ,33.63813029,,,,,,
521,102,,彌勒佛,仙,金,221,59,88,400,1,3.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.80314961,2628 ,31.53682655,,,,,,
523,102,,彌勒佛,仙,金,72,34,95,200,1,1.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.7826087,2627 ,27.76088375,,,,,,
512,102,,彌勒佛,仙,金,593,97,80,800,1,8.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.78005865,2626 ,33.27072552,,,,,,
507,102,,彌勒佛,仙,金,365,78,84,600,1,5.5,佛法心咒,仙,10,3,仙風道骨,仙,33,1.25,1.25,34.73378693,2623 ,33.25931175,19.6875,,,,,
508,102,,彌勒佛,仙,金,332,74,91,600,1,5,巨靈撼地,金,9,20,斗轉星移,鬥,50,1.25,1,34.72803347,2623 ,33.09380607,13.0952381,,,,,
504,102,,彌勒佛,仙,金,665,104,88,1000,1,9.5,佛法心咒,仙,10,,金光一現,金,31,1.25,1.25,34.65346535,2617 ,33.7420556,,,,,,
518,102,,彌勒佛,仙,金,257,64,86,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.6361186,2616 ,32,,,,,,
509,102,,彌勒佛,仙,金,405,80,80,600,1,6,佛法心咒,仙,10,,不動金身,金,38,1.25,1.25,34.61538462,2614 ,32.65986324,,,,,,
515,102,,彌勒佛,仙,金,442,84,82,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.61237275,2614 ,32.9475107,,,,,,
519,102,,彌勒佛,仙,金,256,64,80,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.50134771,2605 ,32,,,,,,
516,102,,彌勒佛,仙,金,440,85,86,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.45575568,2602 ,33.33974297,,,,,,
522,102,,彌勒佛,仙,金,145,49,84,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.44180523,2601 ,30.99032107,,,,,,
513,102,,彌勒佛,仙,金,696,106,80,1000,1,10,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.35340573,2594 ,33.5201432,,,,,,
524,102,,彌勒佛,仙,金,71,33,80,200,1,1.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.29951691,2590 ,26.94438717,,,,,,
520,102,,彌勒佛,仙,金,254,65,82,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.23180593,2585 ,32.5,,,,,,
514,102,,彌勒佛,仙,金,510,91,80,800,1,7.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.20523139,2583 ,33.22850182,,,,,,
525,102,,彌勒佛,仙,金,34,23,82,200,1,1,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34,2568 ,23,,,,,,
526,102,,彌勒佛,仙,金,34,23,80,200,1,1,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34,2568 ,23,,,,,,
549,103,,小紅帽,無,,10,48,84,200,1,1,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,10,755 ,48,,,,,,
531,103,,小紅帽,無,,49,110,91,400,1,3,捶打,無,13,,萬象歸元,無,48,1.25,1.25,9.376195943,708 ,63.50852961,,,,,,
532,103,,小紅帽,無,,169,204,88,1000,1,9,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.326710817,704 ,68,,,,,,
536,103,,小紅帽,無,,139,185,91,800,1,7.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.32260228,704 ,67.55244876,,,,,,
540,103,,小紅帽,無,,99,157,93,600,1,5.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.313264346,703 ,66.94502494,,,,,,
535,103,,小紅帽,無,,158,198,84,800,1,8.5,捶打,無,13,,仙風道骨,仙,33,1.25,1,9.26686217,700 ,67.91343972,,,,,,
533,103,,小紅帽,無,,197,222,86,1000,1,10.5,捶打,無,13,,萬象歸元,無,48,1.25,1.25,9.266227658,700 ,68.51068738,,,,,,
480,98,v,華盛頓,無,,314,68,93,800,1,7,幽魂纏身,魂,10,,疾風快斬,木,50,1,1,22.9565726,1734 ,25.70158416,,,,,,
538,103,,小紅帽,無,,118,172,86,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.240407204,698 ,67.46395049,,,,,,
534,103,,小紅帽,無,,186,215,84,1000,1,10,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.18065153,693 ,67.98896969,,,,,,
537,103,,小紅帽,無,,156,198,84,800,1,8.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.149560117,691 ,67.91343972,,,,,,
528,103,,小紅帽,無,,194,222,88,1000,1,10.5,捶打,無,13,,幻術,術,39,1.25,1,9.125117592,689 ,68.51068738,,,,,,
547,103,,小紅帽,無,,48,110,86,400,1,3,捶打,無,13,,萬象歸元,無,48,1.25,1.25,9.090909091,687 ,63.50852961,,,,,,
548,103,,小紅帽,無,,48,110,84,400,1,3,捶打,無,13,,萬象歸元,無,48,1.25,1.25,9.090909091,687 ,63.50852961,,,,,,
527,103,,小紅帽,無,,320,287,88,2200,2,17.5,捶打,無,13,,萬象歸元,無,48,1.25,1.25,9.075439592,685 ,68.60612218,,,,,,
482,98,v,華盛頓,無,,119,42,93,400,1,3,幽魂纏身,魂,10,,森羅萬象,無,29,1,1.25,22.77076158,1720 ,24.24871131,,,,,,
529,103,,小紅帽,無,,67,130,88,400,1,4,捶打,無,13,,萬象歸元,無,48,1.25,1.25,9.029649596,682 ,65,,,,,,
544,103,,小紅帽,無,,67,130,88,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,9.029649596,682 ,65,,,,,,
541,103,,小紅帽,無,,134,186,88,800,1,7.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,8.987256875,679 ,67.91759713,,,,,,
539,103,,小紅帽,無,,172,210,84,1000,1,9.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,8.963001563,677 ,68.13299687,,,,,,
543,103,,小紅帽,無,,85,148,82,600,1,5,捶打,無,13,,萬象歸元,無,48,1.25,1.25,8.891213389,671 ,66.18761213,,,,,,
542,103,,小紅帽,無,,141,193,84,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,8.823529412,666 ,68.23580438,,,,,,
530,103,,小紅帽,無,,56,121,88,400,1,3.5,捶打,無,13,,幻術,術,39,1.25,1,8.818897638,666 ,64.67722054,,,,,,
546,103,,小紅帽,無,,56,121,88,400,1,3.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,8.818897638,666 ,64.67722054,,,,,,
545,103,,小紅帽,無,,73,140,84,400,1,4.5,捶打,無,13,,仙風道骨,仙,33,1.25,1,8.598351001,649 ,65.99663291,,,,,,
492,99,進,猴囝仔,木,,321,55,93,1000,1,10,劈砍,無,9,,斗轉星移,鬥,50,1,1,16.03636909,1211 ,17.39252713,,,,,,
491,99,進,猴囝仔,木,,336,56,91,1000,1,10.5,衝擊,無,11,,無影連環,無,18,1,1,15.9870581,1207 ,17.2819752,,,,,,
552,104,,神農氏,木,,229,42,86,600,1,5,疾風閃,木,11,,怒嚎狂風,木,49,1.25,1.25,23.9539749,1809 ,18.78297101,,,,,,
554,104,,神農氏,木,,406,55,82,800,1,8.5,疾風閃,木,11,,怒嚎狂風,木,49,1.25,1.25,23.81231672,1798 ,18.86484437,,,,,,
556,104,,神農氏,木,,253,42,82,600,1,5.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.80056444,1797 ,17.90886017,,,,,,
553,104,,神農氏,木,,431,57,84,1000,1,9,疾風閃,木,11,,疾風快斬,木,50,1.25,1.25,23.78587196,1796 ,19,,,,,,
555,104,,神農氏,木,,278,45,84,600,1,6,疾風閃,木,11,,怒嚎狂風,木,49,1.25,1.25,23.76068376,1794 ,18.37117307,,,,,,
557,104,,神農氏,木,,174,36,80,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.45013477,1771 ,18,,,,,,
494,99,v,猴囝仔,木,,98,30,86,400,1,3.5,衝擊,無,11,,無影連環,無,18,1,1,15.59888579,1178 ,16.03567451,,,,,,
495,99,v,猴囝仔,木,,15,12,86,200,1,1,飛天斬,木,10,,鬥破蒼穹,鬥,35,1.25,1,15,1133 ,12,,,,,,
2100,100,v,猴賽雷,木,,232,47,100,600,1,5,疾風閃,木,11,,鬥破蒼穹,鬥,35,1.25,1,24.54506983,1854 ,21.01903899,,,,,,
499,100,v,猴賽雷,木,,123,34,84,400,1,3,飛天斬,木,10,,鬥破蒼穹,鬥,35,1.25,1,23.53616533,1777 ,19.62990915,,,,,,
500,101,v,笑和尚,仙,,174,52,91,600,1,5.5,衝擊,無,11,,仙術,仙,13,1,1.25,16.55802446,1250 ,22.1728745,,,,,,
2004,106,,張育,水,,346,53,86,1000,1,9,仙人秘法,仙,10,,殘陽映月,聖,60,1,1,19.09492274,1442 ,17.66666667,,,,,,
2225,106,,張育,水,,19,12,86,200,1,1,醉酒薰風,水,13,,幻術,術,39,1.25,1,19,1435 ,12,,,,,,
2077,106,,張育,水,,260,48,86,800,1,7,靛水訣,水,12,,滔天破浪,水,47,1.25,1.25,18.78612717,1419 ,18.1422947,,,,,,
502,102,v,彌勒佛,仙,金,2198,188,95,6000,4,31.5,佛法心咒,仙,10,3,仙風道骨,仙,33,1.25,1.25,35.72996082,2698 ,33.49674232,19.6875,,,,,
506,102,v,彌勒佛,仙,金,562,95,95,800,1,8,佛法心咒,仙,10,9,乾坤一擲,金,52,1.25,1.25,35.58989298,2688 ,33.58757211,17.75,,,,,
566,110,,貂蟬,水,,511,43,93,2500,2,19.5,靛水訣,水,12,,不動金身,金,38,1.25,1,13.01579215,983 ,9.737582494,,,,,,
505,102,技,彌勒佛,仙,金,630,99,84,1000,1,9,佛法心咒,仙,10,3,不動金身,金,38,1.25,1.25,35.18766756,2657 ,33,21.25,,,,,
2788,103,v,小紅帽,無,,152,193,100,800,1,8,捶打,無,13,,仙風道骨,仙,33,1.25,1,9.625736179,727 ,68.23580438,,,,,,
572,110,,貂蟬,水,,123,20,91,600,1,5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.86610879,972 ,8.94427191,,,,,,
567,110,,貂蟬,水,,260,31,86,1000,1,10,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.83316881,969 ,9.803060747,,,,,,
564,110,,貂蟬,水,,54,13,88,200,1,2.5,靛水訣,水,12,,不動金身,金,38,1.25,1,12.82660333,969 ,8.221921916,,,,,,
571,110,,貂蟬,水,,150,23,86,600,1,6,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.82051282,968 ,9.389710681,,,,,,
570,110,,貂蟬,水,,191,26,86,800,1,7.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.8101945,967 ,9.493857663,,,,,,
568,110,,貂蟬,水,,348,36,86,1600,2,13.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.76595745,964 ,9.797958971,,,,,,
569,110,,貂蟬,水,,204,27,86,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.76595745,964 ,9.545941546,,,,,,
563,110,,貂蟬,水,,135,22,88,600,1,5.5,靛水訣,水,12,,怒川洪流,水,21,1.25,1.25,12.69990593,959 ,9.38083152,,,,,,
573,110,,貂蟬,水,,121,20,86,600,1,5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.65690377,956 ,8.94427191,,,,,,
574,110,,貂蟬,水,,12,10,84,200,1,1,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12,906 ,10,,,,,,
2787,103,v,小紅帽,無,,131,179,100,800,1,7,捶打,無,13,,幻術,術,39,1.25,1,9.5774236,723 ,67.65564067,,,,,,
2075,103,v,小紅帽,無,,185,217,95,1000,1,10,歸元闢地,術,11,,幻術,術,39,1,1,9.242144177,698 ,68.62142523,,,,,,
2201,103,,小紅帽,無,,76,140,93,400,1,4.5,歸元闢地,術,11,,仙風道骨,仙,33,1,1,9.052468584,684 ,65.99663291,,,,,,
577,111,,閉月貂蟬,水,術,1128,77,88,2200,2,18.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,30.27375201,2286 ,17.90213637,,,,,,
578,111,,閉月貂蟬,水,術,700,60,88,1300,2,11.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,30.09458298,2273 ,17.69303474,,,,,,
579,111,,閉月貂蟬,水,術,1041,73,68,2200,2,17.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,29.52353942,2230 ,17.4503377,,,,,,
2789,103,v,小紅帽,無,,19,69,95,200,1,1.5,捶打,無,13,,幻術,術,39,1.25,1,9.238998298,698 ,56.33826408,,,,,,
2790,103,v,小紅帽,無,,120,172,95,600,1,6.5,歸元闢地,術,11,,幻術,術,39,1,1,9.507586262,718 ,67.46395049,,,,,,
581,112,,嫦娥,術,仙,580,72,84,800,1,8,歸元闢地,術,11,,幻術,術,39,1.25,1.25,36.72978279,2774 ,25.45584412,,,,,,
587,112,,嫦娥,術,仙,350,55,82,600,1,5,無想控心,術,10,,靈光幻法,術,21,1.25,1.25,36.61087866,2765 ,24.59674775,,,,,,
583,112,,嫦娥,術,仙,777,84,82,1000,1,10.5,無想控心,術,10,,摧心掌,魂,29,1.25,1,36.54750706,2760 ,25.92296279,,,,,,
585,112,,嫦娥,術,仙,582,71,82,800,1,8,無想控心,術,10,,幻術,術,39,1.25,1.25,36.42052566,2750 ,25.10229073,,,,,,
588,112,,嫦娥,術,仙,75,26,82,200,1,1.5,無想控心,術,10,,靈光幻法,術,21,1.25,1.25,36.23188406,2736 ,21.2289111,,,,,,
584,112,,嫦娥,術,仙,768,83,75,1000,1,10.5,歸元闢地,術,11,,靈光幻法,術,21,1.25,1.25,36.12417686,2728 ,25.61435609,,,,,,
586,112,,嫦娥,術,仙,652,75,75,1000,1,9,歸元闢地,術,11,,摧心掌,魂,29,1.25,1,35.98233996,2717 ,25,,,,,,
2921,103,v,小紅帽,無,,79,140,97,400,1,4.5,歸元闢地,術,11,,幻術,術,39,1,1,9.409802871,711 ,65.99663291,,,,,,
2922,103,v,小紅帽,無,,79,140,97,400,1,4.5,歸元闢地,術,11,,幻術,術,39,1,1,9.409802871,711 ,65.99663291,,,,,,
591,113,,雷神,鬥,空,523,62,86,1300,2,11,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.4950584,1774 ,18.69370336,,,,,,
550,104,v,神農氏,木,,386,54,91,800,1,8,疾風閃,木,11,,怒嚎狂風,木,49,1.25,1.25,24.44430372,1846 ,19.09188309,,,,,,
593,114,,藍領王,冰,術,100,27,91,200,1,2.5,極北寒息,冰,12,4,鏡花水月,冰,26,1.25,1.25,23.98369109,1811 ,17.07629936,18.5,,,,,
551,104,v,神農氏,木,,153,33,91,400,1,3.5,疾風閃,木,11,,怒嚎狂風,木,49,1.25,1.25,24.35336251,1839 ,17.63924197,,,,,,
595,114,,藍領王,冰,術,125,31,88,400,1,3,捶打,無,13,3,鏡花水月,冰,26,1,1.25,23.67424242,1788 ,17.89785834,17.875,,,,,
596,114,,藍領王,冰,術,833,79,82,2200,2,17.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.62450369,1784 ,18.88461203,,,,,,
597,114,,藍領王,冰,術,833,79,82,2200,2,17.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.62450369,1784 ,18.88461203,,,,,,
599,114,,藍領王,冰,術,349,52,86,800,1,7.5,極北寒息,冰,12,4,鏡花水月,冰,26,1.25,1.25,23.40710932,1768 ,18.98771533,18.5,,,,,
600,114,,藍領王,冰,術,73,23,82,200,1,2,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.24840764,1756 ,16.26345597,,,,,,
598,114,,藍領王,冰,術,470,59,80,1000,1,10,極北寒息,冰,12,4,鏡花水月,冰,26,1.25,1.25,23.19842053,1752 ,18.65743819,18.5,,,,,
2109,115,,雷蒂卡卡,雷,,182,35,93,400,1,3,流星腿,聖,9,3,天雷降臨,雷,33,1,1.25,34.82587065,2630 ,20.20725942,17.0625,,,,,
559,105,v,荊軻救世劍,無,,38,15,82,200,1,1,食人泥沼,土,12,,森羅萬象,無,29,1,1.25,38,2870 ,15,,,,,,
607,115,,雷蒂卡卡,雷,,1775,111,93,4000,3,25.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.62738978,2615 ,21.98127545,,,,,,
558,105,賣,荊軻救世劍,無,,413,50,31,600,1,6,流星腿,聖,9,,快刀亂麻,聖,38,1,1,35.71119758,2697 ,20.41241452,,,,,,
2126,115,,雷蒂卡卡,雷,,329,47,91,600,1,5,雷火擊,雷,8,3,萬雷轟頂,雷,47,1.25,1.25,34.41422594,2599 ,21.01903899,22.1875,,,,,
608,115,,雷蒂卡卡,雷,,623,65,91,1000,1,9,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.38189845,2596 ,21.66666667,,,,,,
602,115,,雷蒂卡卡,雷,,730,70,91,1000,1,10.5,雷火擊,雷,8,3,天雷降臨,雷,33,1.25,1.25,34.33678269,2593 ,21.60246899,17.8125,,,,,
603,115,,雷蒂卡卡,雷,,475,56,91,800,1,7,雷火擊,雷,8,5,萬劫天雷,雷,41,1.25,1.25,34.32080925,2592 ,21.16601049,16.875,,,,,
601,115,,雷蒂卡卡,雷,,935,79,88,1600,2,13.5,雷火擊,雷,8,3,天雷降臨,雷,33,1.25,1.25,34.29933969,2590 ,21.50107663,17.8125,,,,,
605,115,,雷蒂卡卡,雷,,144,31,91,200,1,2.5,雷火擊,雷,8,3,天雷降臨,雷,33,1.25,1.25,34.20427553,2583 ,19.60612149,17.8125,,,,,
606,115,,雷蒂卡卡,雷,,290,44,88,400,1,4.5,雷火擊,雷,8,5,萬劫天雷,雷,41,1.25,1.25,34.15783274,2579 ,20.74179891,16.875,,,,,
612,115,,雷蒂卡卡,雷,,545,61,88,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.10513141,2576 ,21.56675683,,,,,,
618,115,,雷蒂卡卡,雷,,399,52,88,600,1,6,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.1025641,2575 ,21.2289111,,,,,,
621,115,,雷蒂卡卡,雷,,107,27,86,200,1,2,雷火擊,雷,8,3,天雷降臨,雷,33,1.25,1.25,34.07643312,2573 ,19.09188309,17.8125,,,,,
614,115,,雷蒂卡卡,雷,,544,61,88,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.04255319,2571 ,21.56675683,,,,,,
619,115,,雷蒂卡卡,雷,,216,38,84,400,1,3.5,雷火擊,雷,8,3,天雷降臨,雷,33,1.25,1.25,34.01574803,2569 ,20.31185439,17.8125,,,,,
616,115,,雷蒂卡卡,雷,,507,58,86,800,1,7.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.00402414,2568 ,21.17860556,,,,,,
610,115,,雷蒂卡卡,雷,,652,67,84,1000,1,9.5,流星腿,聖,9,,萬雷轟頂,雷,47,1,1.25,33.97602918,2566 ,21.73767043,,,,,,
611,115,,雷蒂卡卡,雷,,615,65,86,1000,1,9,雷火擊,雷,8,5,萬劫天雷,雷,41,1.25,1.25,33.94039735,2563 ,21.66666667,16.875,,,,,
609,115,,雷蒂卡卡,雷,,721,70,82,1000,1,10.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,33.91345249,2561 ,21.60246899,,,,,,
617,115,,雷蒂卡卡,雷,,469,56,86,800,1,7,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,33.88728324,2559 ,21.16601049,,,,,,
613,115,,雷蒂卡卡,雷,,612,65,82,1000,1,9,雷火擊,雷,8,3,天雷降臨,雷,33,1.25,1.25,33.77483444,2551 ,21.66666667,17.8125,,,,,
615,115,,雷蒂卡卡,雷,,612,64,80,1000,1,9,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,33.77483444,2551 ,21.33333333,,,,,,
620,115,,雷蒂卡卡,雷,,141,31,80,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,33.49168646,2529 ,19.60612149,,,,,,
2125,106,v,張育,水,,143,35,91,400,1,4,醉酒薰風,水,13,,焚天日輪,聖,29,1.25,1,19.48494345,1471 ,17.5,,,,,,
2791,106,v,張育,水,,327,53,91,800,1,8.5,隕星擊,聖,11,,幻術,術,39,1,1,19.40940792,1466 ,18.17885003,,,,,,
1998,116,,魔尊阿修羅,火,,523,56,91,800,1,7.5,幻月刀,聖,8,15,衝擊烈焰,火,38,1,1.25,35.07712944,2649 ,20.44830881,10.46875,,,,,
637,116,,魔尊阿修羅,火,,185,33,91,400,1,3,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,35.03787879,2646 ,19.05255888,,,,,,
624,116,,魔尊阿修羅,火,,708,65,88,1000,1,10,火襲,火,10,15,火焰爆,火,49,1.25,1.25,34.94570582,2639 ,20.55480479,15.546875,,,,,
628,116,,魔尊阿修羅,火,,633,61,91,1000,1,9,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.93377483,2638 ,20.33333333,,,,,,
623,116,,魔尊阿修羅,火,,741,66,86,1000,1,10.5,火襲,火,10,15,火焰爆,火,49,1.25,1.25,34.85418627,2632 ,20.36804219,15.546875,,,,,
638,116,,魔尊阿修羅,火,,184,33,88,400,1,3,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.84848485,2632 ,19.05255888,,,,,,
625,116,,魔尊阿修羅,火,,72,20,91,200,1,1.5,幻月刀,聖,8,15,炙炎,火,29,1,1.25,34.7826087,2627 ,16.32993162,9.765625,,,,,
631,116,,魔尊阿修羅,火,,480,53,84,800,1,7,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.68208092,2619 ,20.03211707,,,,,,
626,116,,魔尊阿修羅,火,,220,36,86,400,1,3.5,火襲,火,10,8,衝擊烈焰,火,38,1.25,1.25,34.64566929,2616 ,19.24280942,16.38888889,,,,,
635,116,,魔尊阿修羅,火,,220,36,86,400,1,3.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.64566929,2616 ,19.24280942,,,,,,
634,116,,魔尊阿修羅,火,,257,39,84,400,1,4,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.6361186,2616 ,19.5,,,,,,
632,116,,魔尊阿修羅,火,,442,51,84,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.61237275,2614 ,20.00384578,,,,,,
627,116,,魔尊阿修羅,火,,367,45,84,600,1,5.5,火襲,火,10,5,炙炎,火,29,1.25,1.25,34.52492944,2607 ,19.18806447,16.45833333,,,,,
629,116,,魔尊阿修羅,火,,699,63,82,1000,1,10,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.50148075,2605 ,19.92234926,,,,,,
636,116,,魔尊阿修羅,火,,219,35,82,400,1,3.5,火襲,火,10,5,炙炎,火,29,1.25,1.25,34.48818898,2604 ,18.70828693,16.45833333,,,,,
633,116,,魔尊阿修羅,火,,403,48,80,600,1,6,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.44444444,2601 ,19.59591794,,,,,,
639,116,,魔尊阿修羅,火,,145,29,82,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.44180523,2601 ,18.34121043,,,,,,
630,116,,魔尊阿修羅,火,,550,56,82,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.41802253,2599 ,19.79898987,,,,,,
565,110,,貂蟬,水,,26,10,91,200,1,1,靛水訣,水,12,,怒川洪流,水,21,1.25,1.25,26,1963 ,10,,,,,,
562,110,,貂蟬,水,,123,21,91,600,1,5,衝擊,無,11,,不動金身,金,38,1,1,13.01311892,983 ,9.391485505,,,,,,
642,117,,廖添丁,鬥,,604,59,82,1600,2,13,快速斬擊,鬥,8,,焚天日輪,聖,29,1.25,1,23.00076161,1737 ,16.36365579,,,,,,
643,117,,廖添丁,鬥,,47,16,82,200,1,1.5,快速斬擊,鬥,8,,鬥志爆發,鬥,33,1.25,1.25,22.70531401,1715 ,13.06394529,,,,,,
1965,106,v,張育,水,,406,60,88,1000,1,10.5,醉酒薰風,水,13,,天火燎原,火,42,1.25,1,19.3176952,1459 ,18.516402,,,,,,
2204,106,v,張育,水,,120,32,88,400,1,3.5,佛法心咒,仙,10,,滔天破浪,水,47,1,1.25,19.10067648,1442 ,17.10471948,,,,,,
1962,107,X,文昌君,水,,1000,95,62,1300,2,12.5,仙人秘法,仙,10,,陰陽合擊,仙,41,1,1,39.97281848,3019 ,26.87005769,,,,,,
2792,110,v,貂蟬,水,,82,17,93,400,1,3.5,靛水訣,水,12,,紫電一閃,無,20,1.25,1,13.05212893,986 ,9.086882225,,,,,,
561,110,v,貂蟬,水,,136,21,91,600,1,5.5,衝擊,無,11,,怒川洪流,水,21,1,1.25,12.94190417,977 ,8.954430087,,,,,,
649,119,,天鯉魚,水,,130,36,86,600,1,5.5,川流不止,水,3,,無影連環,無,18,1.25,1,12.22953904,924 ,15.35045158,,,,,,
651,119,,天鯉魚,水,,381,61,80,1900,2,15.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.18809981,920 ,15.49401549,,,,,,
650,119,,天鯉魚,水,,332,60,84,1600,2,13.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.17901687,920 ,16.32993162,,,,,,
560,110,低,貂蟬,水,,360,34,4,2200,2,17.5,靛水訣,水,12,,不動金身,金,38,1.25,1,10.28072079,776 ,8.127554543,,,,,,
582,112,,嫦娥,術,仙,350,56,86,600,1,5,歸元闢地,術,11,,靈光幻法,術,21,1.25,1.25,37.02920017,2796 ,25.04396135,,,,,,
575,111,v,閉月貂蟬,水,術,1200,78,93,2500,2,19.5,靛水訣,水,12,,滔天破浪,水,47,1.25,1.25,30.75582438,2323 ,17.66352173,,,,,,
576,111,v,閉月貂蟬,水,術,290,38,91,600,1,5,靛水訣,水,12,4,幻術,術,39,1.25,1.25,30.68133728,2317 ,16.99411663,21.75,,,,,
580,112,v,嫦娥,術,仙,790,84,93,1000,1,10.5,歸元闢地,術,11,,幻術,術,39,1.25,1.25,37.58861874,2839 ,25.92296279,,,,,,
2793,112,v,嫦娥,術,仙,430,62,91,600,1,6,歸元闢地,術,11,,靈光幻法,術,21,1.25,1.25,37.18115002,2808 ,25.31139401,,,,,,
590,113,v,雷神,鬥,空,125,30,88,400,1,3,破甲擊,甲,11,,鬥破蒼穹,鬥,35,1,1.25,23.9188672,1806 ,17.32050808,,,,,,
